cs_agg_10804_21_10804_22_11538_46_11538_47_10481_5,25,0.0,0.0,0.0,0.0,0.0,6.18995575,435.81125,396.521675,1050.4502499999999,1413.322825,2096.3954999999996,6641.8234999999995,13623.5175,13703.64,14858.085,15694.7075,11724.5285,11116.2775,1913.78475,4438.406,1455.150425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10959_0_10956_24_12115_27_12434_14_11773_6_10959_1_11776_10_12113_22_12422_21,62,0.0,0.0,0.0,0.0,0.0,496.87761000000006,837.596502,982.972366,2345.6793559999996,2355.7985,7062.2730599999995,18787.695079999998,27538.29324,36714.1432,42280.5094,38481.9492,18926.9694,14023.3646,6527.2260799999995,11147.04386,3518.5208319999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10965_0_10970_27,37,0.0,0.0,0.0,0.0,0.0,93.9823458,499.90481700000004,586.8486379999999,1616.518382,1747.7188649999998,3102.65646,11836.21379,19616.730300000003,20673.92168,23032.1374,23464.4824,14086.32402,14685.78322,3770.6272280000003,6199.27489,2091.08497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10994_0_10980_36,25,0.0,0.0,0.0,0.0,0.0,63.501585000000006,337.773525,396.51935,1092.24215,1180.8911249999999,2096.3895,7997.44175,13254.5475,13968.865,15562.247500000001,15854.3685,9517.780999999999,9922.802,2547.7211,4188.652,1412.8821249999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_11039_11_11037_0_12607_19_12605_0_11037_1_12605_1_12497_20_12499_0_12499_1,50,0.0,0.0,0.0,0.0,0.0,12.3827055,871.6587999999999,793.0776500000001,2100.9625,2826.7189,4192.88025,13283.772500000001,27247.045000000002,27367.0,29716.085,31349.9,23448.9135,22191.533,3827.657,8834.2315,2910.39525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_11065_20_11067_0_9852_0_9844_45,50,0.0,0.0,0.0,0.0,0.0,12.392951,335.6978,1192.6924,2143.2426499999997,3167.62885,4364.8369999999995,13329.692,31226.729999999996,25581.575,30972.469999999998,31599.838499999998,24916.25,22044.454999999998,11641.3515,8826.860999999999,3475.9552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_11475_0_11467_26_11475_1,25,0.0,0.0,0.0,0.0,0.0,200.60635000000002,337.7086875,396.3867,945.87275,950.1013750000001,2847.5105,7575.375,11113.571249999999,14809.545,17046.965,15516.4185,7631.102,5654.691,2632.59475,4497.3645,1419.7327500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_11475_27_10487_39_10481_0_11467_0,25,0.0,0.0,0.0,0.0,0.0,6.18995575,435.81125,396.521675,1050.4502499999999,1413.322825,2096.3954999999996,6641.822,13623.500000000002,13703.630000000001,14858.076500000001,15694.715,11724.5575,11116.4345,1913.78475,4438.9455,1455.36575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_11518_0_11838_49_11845_0_11523_30,283,0.0,0.0,0.0,0.0,0.0,70.14555162,1899.6575080999999,6064.377002,10710.71232,11706.057279999999,23002.57111,115697.29671,159731.65240000002,143953.59584999998,189235.874,177578.66535,120597.90866,124372.10986,61791.241630000004,38883.48684,13571.368012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_11518_32_11523_0,12,0.0,0.0,0.0,0.0,0.0,2.971491,315.25334399999997,190.334232,484.196688,882.78444,1160.75316,2973.5725199999997,6450.7356,7056.471600000001,7296.2916000000005,7533.3696,6497.217000000001,4579.879800000001,857.9907599999999,1897.8913200000002,812.994048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_11538_0_11530_46,31,0.0,0.0,0.0,0.0,0.0,232.0670354,323.51885200000004,491.5247935,916.8921459999999,1359.7161099999998,4785.05739,11091.20728,12980.41455,18690.9819,21680.439000000002,19215.75424,13631.4936,4709.923,5523.069740000001,5189.43193,1544.915845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_11643_41_11697_35_10630_17_12477_32_10808_22_9722_19_11978_23_9737_25_11665_39,593,0.0,0.0,0.0,0.0,0.0,146.85888723,10337.873368,9405.900929000001,24917.41525,33524.886154,49727.559765000005,157545.55964,323150.10787999997,324572.5607,352432.29370000004,371808.07058,278101.92594,263183.9554,45396.01202,104757.9568,34512.062149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_11679_0_11683_37_11679_1,21,0.0,0.0,0.0,0.0,0.0,156.6293085,349.715688,333.29675399999996,604.61688,1509.38718,1960.2954,6275.0593499999995,11368.9107,13571.092499999999,13158.988500000001,11567.33676,10511.61762,5749.323300000001,1377.803595,4079.9316599999997,1445.50014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_11679_36_11683_0,25,0.0,0.0,0.0,0.0,0.0,63.51278500000001,337.7262,396.406125,1091.801075,1180.65,2095.8985,7997.956000000001,13263.031,13975.4175,15567.1475,15836.2335,9497.07,9924.2835,2547.92875,4188.605,1406.024925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_11800_0_11164_0_11804_22_11166_22,18,0.0,0.0,0.0,0.0,0.0,45.721141200000005,243.19693800000002,285.493932,786.414348,850.2416099999999,1509.4004400000001,5758.15806,9543.2742,10057.58352,11204.8236,11415.1536,6852.80628,7144.435079999999,1834.3591920000001,3015.86346,1017.28458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_11967_0_11967_1_11963_44_10695_33_10705_0_10705_1,18,0.0,0.0,0.0,0.0,0.0,4.46231952,120.831678,429.265854,801.391806,987.286374,1386.05355,5896.4353200000005,10438.645320000001,8577.66636,11242.8819,11581.3044,8725.58028,7425.04392,3594.96774,3269.9071799999997,1195.72119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_11968_0_9873_0,31,0.0,0.0,0.0,0.0,0.0,7.682182849999999,208.122375,491.831306,1276.98858,1884.768163,3238.65866,6757.02567,18328.405899999998,17558.85663,16874.3416,19072.505100000002,13485.474300000002,11686.759750000001,4960.9659599999995,3548.50118,2059.16415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_12113_47_12561_34_12556_9,43,0.0,0.0,0.0,0.0,0.0,344.625048,320.0985102,681.7235049999999,1166.1928520000001,1849.582306,6823.09079,19965.68819,17271.296150000002,29000.749720000003,30345.796599999998,25689.2621,20095.31685,6788.287880000001,13592.80568,7597.08735,2761.7304700000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_12472_23_9836_31_9897_34_11923_50_11973_33_12043_1_9852_20,18,0.0,0.0,0.0,0.0,0.0,4.4620163999999995,120.829536,328.196304,741.20931,911.142396,1447.66242,6123.85452,10981.46772,9274.5666,11532.3336,11237.175000000001,7567.436699999999,7510.47372,3520.7748,3221.90496,983.6264160000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_12763_36_12771_0,50,0.0,0.0,0.0,0.0,0.0,411.52855,831.71645,871.3862499999999,1355.3955,2402.698,6768.7125,21103.97,20186.017,29783.695,35883.6975,30234.575,22392.8515,6323.9205,11630.458,8632.966,2284.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_12788_0_12763_0_12771_36,31,0.0,0.0,0.0,0.0,0.0,78.74196540000001,418.839171,491.683994,1354.3802660000001,1464.304995,2599.52298,9916.82312,16435.6017,17321.3523,19297.1094,19659.2824,11802.00597,12304.14118,3159.174164,5194.03388,1752.099912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_9633_48_11946_43_11949_0_9646_0,12,0.0,0.0,0.0,0.0,0.0,89.45491799999999,266.748408,190.33970399999998,325.64632800000004,821.2310399999999,965.28882,3676.96476,6368.52324,7629.52512,8095.97244,6492.7824,4845.38928,4993.9248,746.975376,2275.43568,768.5699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_9777_31_9773_0,31,0.0,0.0,0.0,0.0,0.0,231.0686494,516.2469679999999,492.009494,892.52968,2228.14298,2893.7693999999997,9263.18285,16782.6901,20033.5516,19425.229300000003,17075.6649,15517.28994,8487.145900000001,2033.900545,6023.3899,2134.0803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0,81,0.0,0.0,0.0,0.0,0.0,205.78142340000002,1094.232888,1284.355845,3537.435483,3825.306,6790.711139999999,25913.35314,42972.08193,45280.22634,50437.375649999994,51309.1989,30770.49546,32154.9588,8255.28915,13573.30041,4556.65662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_9852_46_9844_0,133,0.0,0.0,0.0,0.0,0.0,32.96300595,892.9401879999999,2110.163636,5589.827474000001,7408.86608,12180.979229999999,34439.01601,82092.9333,70009.78222,79068.86575,82996.3092,57856.436400000006,54090.17964,21504.84714,21235.961040000002,8084.1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_9897_0_9973_34_9889_51_9963_0,25,0.0,0.0,0.0,0.0,0.0,6.192485,280.027975,495.90759999999995,1030.200875,1013.5407499999999,2375.8965,4999.1515,16468.8225,14413.964999999998,13173.63,15514.9765,10811.309,7731.924499999999,7037.921249999999,2763.13375,1789.36625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_9908_53_9922_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
